latitude,longitude,brightness
-27.103,126.5074,337
-17.9896,145.5372,337
-14.5405,126.7409,337
-12.6672,142.3141,337
-30.1456,152.196,337
-14.5168,126.776,337
-30.2799,152.2395,337
-29.0114,152.4057,337
-28.6163,151.908,337
-28.9716,152.3029,337
-12.9599,130.8507,337
-13.1556,130.8336,337
-30.1075,152.3839,337
-16.9949,143.0989,337
-17.0087,143.0838,337
-12.3512,141.9006,337
-28.9173,152.4388,337
-17.0844,125.233,337
-17.0088,143.1242,337
-13.3798,130.8129,337
-11.4037,132.3009,337
-13.5163,132.2013,337
-13.5742,132.2489,337
-14.5195,141.6001,337
-13.5311,132.1511,337
-13.3479,130.8687,337
-16.3267,133.7909,337
-30.172,152.5338,337
-29.7448,152.0516,337
-15.9321,144.4977,337
-25.9413,128.4188,337
-16.1293,136.5906,337
-21.9076,134.6004,337
-11.5255,130.7793,337
-17.079,143.2629,337
-33.114,143.4477,337
-34.2031,142.2467,337
-16.1212,136.0228,337
-15.3668,134.3456,337
-14.3069,126.8802,337
-11.8383,142.3881,337
-15.5236,130.0719,337
-15.5073,134.925,337
-15.4973,134.9991,337
-13.9299,132.8985,337
-15.4642,126.8391,337
-29.505,148.5435,337
-15.5039,134.6391,337
-12.9975,141.7032,337
-14.278,134.9339,336.9
-15.2555,130.2628,336.9
-13.4615,132.1097,336.9
-29.9598,152.8555,336.9
-15.6976,137.0278,336.9
-16.2911,136.926,336.9
-29.1478,152.8414,336.9
-29.924,153.0043,336.9
-13.943,129.8453,336.9
-16.6352,136.8289,336.9
-12.9088,131.9841,336.9
-12.9376,132.0036,336.9
-15.3914,135.4782,336.9
-12.2715,134.9717,336.9
-12.2215,134.9377,336.9
-16.6086,124.2055,336.9
-12.2192,134.0069,336.9
-13.3391,131.0667,336.9
-16.2258,136.9683,336.9
-12.3645,135.5669,336.9
-38.408,147.0472,336.9
-12.2226,133.0312,336.9
-25.9286,150.8257,336.9
-14.0478,130.8307,336.9
-11.2813,132.2453,336.9
-30.1772,152.3428,336.9
-11.1421,142.5556,336.9
-12.8296,141.8239,336.9
-29.5336,153.2169,336.9
-14.2345,135.584,336.9
-28.939,152.3848,336.9
-26.6986,152.7006,336.9
-16.5253,139.3429,336.9
-12.7667,143.3211,336.9
-14.4869,126.8278,336.9
-14.1291,130.7851,336.9
-16.0432,136.6809,336.9
-11.9765,135.7323,336.9
-27.9337,123.2761,336.9
-14.4957,126.8653,336.9
-14.3274,126.6939,336.9
-29.4972,115.2333,336.9
-12.7323,143.2982,336.9
-15.1122,135.0577,336.9
-15.4444,135.1206,336.9
-13.4137,130.8685,336.9
-12.7815,130.5863,336.9
-27.4463,153.439,336.9
-15.967,144.5463,336.9
-14.331,143.6221,336.9
-16.2228,136.8775,336.9
-13.8967,132.9234,336.9
-22.3544,150.5569,336.9
-14.7689,141.7224,336.9
-14.2446,130.7256,336.8
-15.1415,130.524,336.8
-15.5429,130.6148,336.8
-14.5591,130.7123,336.8
-29.5706,152.8283,336.8
-16.5944,142.1696,336.8
-11.471,130.8579,336.8
-16.7203,145.2552,336.8
-15.0654,129.7807,336.8
-14.6266,131.4632,336.8
-14.9109,129.7331,336.8
-12.2978,131.1708,336.8
-19.169,138.3048,336.8
-16.2686,126.0902,336.8
-26.1434,150.3426,336.8
-12.682,131.6697,336.8
-22.7155,150.518,336.8
-15.4891,131.5257,336.8
-12.088,135.677,336.8
-12.3081,134.6074,336.8
-15.7971,136.1471,336.8
-17.1152,142.6025,336.8
-13.791,136.6283,336.8
-13.6296,135.724,336.8
-16.3917,136.3889,336.8
-12.8203,131.5782,336.8
-12.8056,132.0653,336.8
-12.8745,142.0294,336.8
-17.2013,145.0964,336.8
-29.0111,152.3094,336.8
-28.9838,152.3871,336.8
-22.7703,150.6293,336.8
-18.1462,144.7149,336.8
-14.6529,126.6067,336.8
-16.2736,136.5618,336.8
-19.4946,143.9966,336.8
-22.5439,150.6596,336.8
-11.2623,132.3273,336.8
-11.6377,132.843,336.8
-22.5856,150.6566,336.8
-13.9363,130.7219,336.8
-11.9136,135.793,336.8
-14.3422,126.7217,336.8
-30.0584,152.1832,336.8
-22.4672,150.6192,336.8
-12.9243,130.3234,336.8
-27.3344,148.4505,336.8
-15.3639,144.202,336.8
-12.7862,130.5567,336.8
-14.4119,133.0346,336.8
-29.9937,152.23,336.8
-14.3414,135.48,336.8
-28.9796,127.2724,336.8
-16.2737,136.1063,336.8
-12.6576,135.1196,336.8
-16.3681,136.0456,336.8
-12.2104,134.3193,336.8
-14.31,143.5994,336.8
-11.7603,142.4516,336.8
-29.8756,152.158,336.8
-16.1498,136.6305,336.8
-13.9116,132.8425,336.8
-14.199,126.5064,336.8
-13.9243,131.8157,336.8
-13.3463,132.1402,336.8
-17.142,143.3451,336.8
-14.2541,126.5556,336.8
-15.6141,135.0889,336.8
-12.3784,134.5637,336.8
-22.4236,150.6761,336.8
-15.7616,137.0603,336.7
-19.3517,146.8938,336.7
-14.3291,129.7286,336.7
-12.6185,132.3972,336.7
-15.3741,131.1146,336.7
-22.6422,148.4853,336.7
-15.4943,130.7891,336.7
-30.8842,152.4232,336.7
-16.348,136.8499,336.7
-15.0894,129.9214,336.7
-12.8186,131.6488,336.7
-16.2192,126.1839,336.7
-13.1562,130.1448,336.7
-16.2349,136.9618,336.7
-13.9764,130.0794,336.7
-12.786,136.4231,336.7
-28.5127,152.2243,336.7
-18.7622,126.5972,336.7
-16.5197,124.0525,336.7
-15.3733,141.782,336.7
-16.093,136.8631,336.7
-31.3893,150.076,336.7
-12.1064,135.6938,336.7
-12.5033,133.9342,336.7
-14.4086,132.3243,336.7
-17.0012,142.5633,336.7
-17.137,142.685,336.7
-15.2624,134.3688,336.7
-16.637,136.8642,336.7
-12.5493,135.3661,336.7
-16.1445,144.3619,336.7
-12.8226,142.0582,336.7
-12.6465,136.5917,336.7
-11.0936,142.3766,336.7
-12.7986,142.7393,336.7
-14.0856,130.8341,336.7
-14.5243,126.7375,336.7
-14.5122,126.7866,336.7
-25.7633,149.3872,336.7
-14.5625,126.5868,336.7
-30.2863,152.2449,336.7
-16.1931,144.4281,336.7
-16.8468,122.9137,336.7
-29.7233,152.4088,336.7
-14.3002,135.5389,336.7
-13.1828,142.8528,336.7
-11.6815,132.7928,336.7
-29.7388,152.4702,336.7
-29.6797,152.4199,336.7
-17.8924,145.5148,336.7
-11.4422,130.8323,336.7
-12.9609,134.8166,336.7
-17.9128,145.5031,336.7
-13.9421,130.7806,336.7
-21.092,118.8062,336.7
-29.6591,152.4288,336.7
-30.0886,152.3854,336.7
-29.4146,130.3828,336.7
-13.3152,130.8555,336.7
-13.3927,130.8345,336.7
-18.3841,127.6333,336.7
-13.7609,130.3526,336.7
-13.4759,130.8148,336.7
-26.1968,153.0619,336.7
-12.0288,133.1853,336.7
-16.3211,133.6493,336.7
-16.0158,144.524,336.7
-16.1227,136.0129,336.7
-28.1616,152.3879,336.7
-14.4779,129.5762,336.6
-15.5603,130.5352,336.6
-14.6461,130.7028,336.6
-16.1778,126.0968,336.6
-15.5604,131.3102,336.6
-15.5734,130.6752,336.6
-14.5793,133.1649,336.6
-12.6395,131.2955,336.6
-29.0774,152.6374,336.6
-16.377,136.9574,336.6
-14.648,131.4607,336.6
-12.5014,131.2852,336.6
-14.6498,130.7654,336.6
-14.7347,130.7942,336.6
-15.495,131.0459,336.6
-14.7452,131.4819,336.6
-12.2079,131.0859,336.6
-29.8326,152.7729,336.6
-16.5148,136.8922,336.6
-23.5763,114.6221,336.6
-12.2188,134.8295,336.6
-15.411,135.5773,336.6
-16.9853,142.4159,336.6
-14.0804,129.9532,336.6
-12.8281,132.0496,336.6
-16.4402,136.3513,336.6
-15.6319,142.0201,336.6
-16.272,144.6675,336.6
-17.0282,142.823,336.6
-26.3571,150.7031,336.6
-29.0563,152.3996,336.6
-16.0169,143.4289,336.6
-17.8139,145.4457,336.6
-12.9584,130.8618,336.6
-29.5104,153.3354,336.6
-17.0225,143.0686,336.6
-13.9805,130.8295,336.6
-14.1452,130.762,336.6
-12.7614,142.0237,336.6
-11.2718,132.329,336.6
-22.4758,150.219,336.6
-13.8803,130.6907,336.6
-15.7033,136.0251,336.6
-14.7646,126.4652,336.6
-14.1294,130.8308,336.6
-11.652,130.7896,336.6
-11.603,130.7983,336.6
-11.7734,133.3326,336.6
-11.6397,130.2979,336.6
-12.7527,130.5453,336.6
-31.1273,115.8885,336.6
-11.7051,142.5257,336.6
-16.3018,133.6309,336.6
-13.5536,132.2753,336.6
-16.287,136.2143,336.6
-11.7391,142.398,336.6
-11.8645,133.3693,336.6
-16.1489,136.6377,336.6
-16.3908,123.9261,336.6
-25.7616,148.5919,336.6
-11.5777,132.8399,336.6
-12.3426,134.5784,336.6
-12.6277,130.7626,336.6
-15.6228,135.0751,336.6
-15.6026,134.7017,336.6
-15.6026,134.6956,336.6
-15.496,126.9528,336.6
-22.4543,150.7136,336.6
-13.3306,141.951,336.6
-12.5567,141.8979,336.5
-11.3623,130.9299,336.5
-16.7206,142.0591,336.5
-16.3698,136.9575,336.5
-16.2842,136.9637,336.5
-16.1937,135.9475,336.5
-12.6135,141.9921,336.5
-15.3007,130.3762,336.5
-27.5431,150.7617,336.5
-15.7231,130.5685,336.5
-16.8033,142.2345,336.5
-16.0444,136.6028,336.5
-16.5626,136.887,336.5
-13.0696,130.7075,336.5
-12.314,132.9432,336.5
-16.3702,136.7922,336.5
-16.8377,142.3786,336.5
-12.4243,133.8579,336.5
-12.2197,134.4077,336.5
-12.6924,132.1439,336.5
-22.6703,150.6134,336.5
-12.8233,141.9762,336.5
-14.5176,144.2299,336.5
-16.0777,144.4149,336.5
-25.899,150.8158,336.5
-23.5675,129.2942,336.5
-14.0427,130.8054,336.5
-12.7884,142.0146,336.5
-12.4517,134.207,336.5
-30.2122,152.1934,336.5
-29.0901,152.4277,336.5
-17.0347,143.1078,336.5
-29.5764,153.2809,336.5
-29.6903,152.4114,336.5
-22.6081,149.3895,336.5
-17.0148,143.0896,336.5
-15.5186,142.2317,336.5
-22.5988,150.6938,336.5
-16.6474,139.2274,336.5
-30.1478,152.4143,336.5
-14.1197,129.9683,336.5
-28.9323,152.2925,336.5
-14.4365,126.8736,336.5
-14.4387,126.8917,336.5
-14.0058,129.9144,336.5
-13.0085,130.3718,336.5
-30.0771,152.1989,336.5
-16.1615,136.5889,336.5
-12.6996,143.1013,336.5
-14.0006,132.7594,336.5
-28.4329,122.5788,336.5
-13.0654,130.3485,336.5
-26.1666,153.0414,336.5
-22.4418,150.5937,336.5
-11.7218,142.5442,336.5
-16.8378,122.9671,336.5
-12.6202,142.4987,336.5
-12.5596,130.649,336.5
-27.9525,152.3117,336.5
-29.8907,152.2589,336.5
-12.0503,142.3284,336.5
-16.5687,124.9127,336.5
-15.4789,126.8658,336.5
-15.0855,130.5753,336.4
-12.4148,131.1784,336.4
-16.1135,126.0815,336.4
-12.5869,132.3636,336.4
-29.165,152.9113,336.4
-15.2818,130.3404,336.4
-13.4938,131.3783,336.4
-16.6656,136.8275,336.4
-16.2483,126.0739,336.4
-19.1518,138.3587,336.4
-15.75,130.4568,336.4
-22.6739,150.5352,336.4
-15.4565,135.5443,336.4
-13.5075,130.3461,336.4
-12.7083,132.1197,336.4
-12.6215,142.5397,336.4
-17.0307,142.5601,336.4
-12.1676,134.6187,336.4
-14.9309,141.6612,336.4
-12.3894,134.8578,336.4
-22.7094,150.6122,336.4
-12.5409,142.2925,336.4
-17.053,142.8472,336.4
-29.0673,152.4035,336.4
-17.1763,125.2229,336.4
-16.3636,136.5082,336.4
-11.2979,132.2501,336.4
-29.0636,152.4465,336.4
-16.3877,136.5304,336.4
-16.8205,138.6641,336.4
-22.5558,150.262,336.4
-19.4915,144.0052,336.4
-13.9848,130.8229,336.4
-14.5675,126.6917,336.4
-11.63,132.7958,336.4
-16.1657,136.5948,336.4
-13.5826,132.1997,336.4
-14.1678,130.7634,336.4
-30.1191,152.0964,336.4
-14.1565,129.9994,336.4
-14.3544,133.0474,336.4
-29.7558,152.0429,336.4
-17.2043,143.2374,336.4
-14.3434,143.6036,336.4
-17.0888,143.2596,336.4
-13.9159,131.8286,336.4
-16.4136,124.0883,336.4
-17.1295,143.339,336.4
-15.1667,144.7937,336.4
-13.0135,141.7691,336.4
-12.1621,136.3374,336.4
-12.5127,141.8639,336.3
-15.4339,130.7592,336.3
-15.1504,131.319,336.3
-14.6573,130.6739,336.3
-13.2255,133.7823,336.3
-35.0096,145.6321,336.3
-13.7524,131.0552,336.3
-13.3475,133.9781,336.3
-16.2933,137.0413,336.3
-11.4719,130.816,336.3
-15.5727,130.6886,336.3
-14.3743,130.7096,336.3
-14.1791,129.943,336.3
-16.6498,142.128,336.3
-16.6814,136.8591,336.3
-14.5121,130.6678,336.3
-16.7678,142.1087,336.3
-14.6913,131.5268,336.3
-12.2888,131.1695,336.3
-15.4857,131.0289,336.3
-13.3828,135.5981,336.3
-16.5993,136.7619,336.3
-13.4488,143.0843,336.3
-16.1683,136.9527,336.3
-16.4674,136.6803,336.3
-13.1249,130.1903,336.3
-12.2701,134.9814,336.3
-14.8359,142.3425,336.3
-16.9266,142.2776,336.3
-16.9346,142.278,336.3
-14.4626,133.8024,336.3
-16.9987,142.6982,336.3
-16.3282,136.7711,336.3
-11.4053,132.079,336.3
-15.2672,134.4003,336.3
-12.2413,134.9304,336.3
-12.7175,132.5007,336.3
-29.8141,147.4502,336.3
-12.1056,134.4526,336.3
-14.5188,126.7323,336.3
-25.9267,150.807,336.3
-25.9325,150.864,336.3
-22.7196,150.6621,336.3
-28.9875,152.3686,336.3
-30.2189,152.4346,336.3
-17.2053,143.0287,336.3
-19.5053,143.9901,336.3
-26.423,150.9876,336.3
-16.8677,142.7816,336.3
-15.513,142.113,336.3
-16.8286,122.9194,336.3
-21.1056,118.7971,336.3
-14.1222,130.7968,336.3
-12.188,132.9388,336.3
-12.2261,134.7963,336.3
-15.1429,141.9175,336.3
-12.1466,132.8932,336.3
-12.1856,132.8546,336.3
-13.5814,132.2373,336.3
-12.0898,132.8397,336.3
-12.8598,130.6624,336.3
-29.8247,152.1198,336.3
-14.4251,126.9477,336.3
-14.164,132.7156,336.3
-28.9146,152.3195,336.3
-12.0014,142.6949,336.3
-12.4147,134.8048,336.3
-16.7832,122.8,336.3
-11.8242,142.4382,336.3
-22.3945,150.5627,336.3
-13.3521,132.1544,336.3
-14.3406,126.9087,336.3
-13.3176,132.1499,336.3
-13.9407,132.9022,336.3
-13.3782,132.3744,336.3
-14.2485,126.5477,336.3
-16.3791,123.9178,336.3
-16.5083,123.9134,336.3
-17.0857,143.3569,336.3
-15.3805,141.9446,336.3
-12.9962,141.7128,336.3
-16.693,127.6303,336.3
-14.6441,130.6883,336.2
-13.7048,129.9179,336.2
-30.8907,147.6092,336.2
-15.3308,131.07,336.2
-15.4555,130.799,336.2
-15.5099,130.8032,336.2
-15.5726,130.6522,336.2
-27.1841,148.6288,336.2
-13.6354,130.9609,336.2
-14.668,131.5347,336.2
-16.2195,136.4339,336.2
-27.7696,150.4597,336.2
-12.5897,132.8875,336.2
-14.5023,133.2159,336.2
-17.1273,142.5262,336.2
-13.1349,130.2159,336.2
-15.7879,136.1541,336.2
-14.3709,133.3171,336.2
-15.7027,130.747,336.2
-11.4234,132.1087,336.2
-15.2635,134.4021,336.2
-11.7525,130.2686,336.2
-12.0019,142.5091,336.2
-13.2365,131.0189,336.2
-12.5705,135.1541,336.2
-11.2529,132.2477,336.2
-15.2809,134.4525,336.2
-13.3157,130.7154,336.2
-30.1744,152.1607,336.2
-13.2949,130.6989,336.2
-30.2323,152.4222,336.2
-30.1268,152.1698,336.2
-17.0752,142.8387,336.2
-17.4194,145.1125,336.2
-30.1752,152.4818,336.2
-16.8879,142.8483,336.2
-28.9541,152.4093,336.2
-14.4362,126.8113,336.2
-13.271,130.9096,336.2
-29.8172,152.0648,336.2
-27.3179,148.4018,336.2
-11.6063,130.7722,336.2
-30.1209,152.1006,336.2
-11.3383,132.0283,336.2
-13.5517,132.1496,336.2
-15.6001,131.3229,336.2
-12.7699,130.5761,336.2
-26.2166,153.0469,336.2
-12.5597,135.772,336.2
-12.0849,133.0321,336.2
-13.5816,129.9735,336.2
-29.8011,152.2471,336.2
-13.3046,132.415,336.2
-13.8847,132.796,336.2
-15.5918,134.8705,336.2
-14.2122,130.6926,336.1
-13.84,129.7507,336.1
-13.3888,132.078,336.1
-14.581,130.7026,336.1
-14.0141,130.6732,336.1
-14.3507,134.8976,336.1
-13.474,132.136,336.1
-15.4243,131.0631,336.1
-14.5747,131.463,336.1
-15.2712,130.372,336.1
-27.1899,148.6364,336.1
-41.7958,146.9267,336.1
-20.6451,146.9256,336.1
-17.0226,122.4876,336.1
-16.0957,136.8484,336.1
-29.8297,147.4292,336.1
-31.6735,146.5713,336.1
-12.4982,133.9235,336.1
-26.5667,146.9882,336.1
-17.0121,142.5002,336.1
-14.1886,129.8235,336.1
-14.2487,132.8479,336.1
-12.3683,134.8964,336.1
-12.2843,134.5811,336.1
-12.6438,142.619,336.1
-30.1497,152.248,336.1
-13.1921,130.7788,336.1
-13.0192,130.9099,336.1
-13.3293,130.7755,336.1
-18.1384,144.7039,336.1
-17.8026,145.4565,336.1
-28.9916,152.4532,336.1
-19.6052,144.0013,336.1
-28.4204,152.3448,336.1
-19.5517,144.0172,336.1
-28.6739,152.6167,336.1
-28.9564,152.5246,336.1
-14.0971,130.8318,336.1
-17.2798,125.4262,336.1
-13.9131,130.6996,336.1
-12.1763,132.8463,336.1
-11.382,132.4281,336.1
-30.7597,152.0655,336.1
-11.8427,133.3206,336.1
-14.3923,126.8672,336.1
-14.5754,144.2625,336.1
-16.1526,136.6128,336.1
-13.5269,132.2171,336.1
-11.579,130.7796,336.1
-12.806,130.5497,336.1
-12.8721,130.664,336.1
-14.1623,132.7909,336.1
-16.1399,136.5893,336.1
-16.3419,133.8127,336.1
-12.1333,133.0225,336.1
-11.7833,142.3205,336.1
-13.8951,131.8263,336.1
-12.591,130.7398,336.1
-13.895,132.8942,336.1
-15.6174,134.7359,336.1
-14.9171,133.9151,336.1
-33.8013,120.7719,336
-16.1928,125.9974,336
-31.6957,147.0596,336
-16.3438,136.9432,336
-13.5066,131.4228,336
-27.5748,149.1141,336
-12.7926,132.9203,336
-13.4356,132.1611,336
-17.8737,123.6911,336
-19.1941,138.3105,336
-15.2654,130.4637,336
-15.7231,130.4409,336
-15.9665,136.5679,336
-12.9166,135.6644,336
-12.6457,132.972,336
-12.6572,132.1462,336
-17.4948,145.2353,336
-12.965,141.7652,336
-13.5171,130.3656,336
-16.1616,136.4816,336
-17.0731,142.5126,336
-15.1564,134.3175,336
-16.9249,142.4054,336
-13.1104,130.2259,336
-13.8898,129.8625,336
-13.3374,131.0203,336
-12.6894,132.2947,336
-22.7318,150.6021,336
-22.563,150.1846,336
-22.7349,150.6422,336
-29.0685,152.401,336
-30.0791,152.2535,336
-28.9936,152.5173,336
-14.1169,130.7298,336
-12.1369,135.5938,336
-12.7041,132.7069,336
-17.079,143.0816,336
-30.1061,152.1526,336
-22.6032,149.3587,336
-19.584,144.0301,336
-13.9879,130.8251,336
-13.2798,130.8857,336
-30.0561,152.1764,336
-13.578,130.0609,336
-14.1492,132.7624,336
-17.1193,143.1842,336
-15.4722,135.2363,336
-12.8216,130.5657,336
-26.3954,130.1545,336
-12.7577,130.9642,336
-13.3466,130.8783,336
-28.9158,152.3306,336
-29.173,152.4112,336
-12.8704,130.4945,336
-16.3631,133.7141,336
-12.227,132.9098,336
-11.8122,142.4815,336
-15.5745,134.9391,336
-15.5501,134.916,336
-13.9227,132.8726,336
-13.3327,132.2051,336
-16.4863,123.9234,336
-13.0712,141.7681,336
-13.0067,141.7718,336
-15.6556,135.0713,336
-15.5924,134.7809,336
-12.0843,142.3284,336
-14.7519,141.7846,336
-15.5071,135.1016,336
-14.2727,143.5453,336
-32.3674,116.0995,336
-11.3636,130.9207,335.9
-33.2077,149.3157,335.9
-11.4975,130.8703,335.9
-12.6886,133.9274,335.9
-15.4769,130.8405,335.9
-15.4219,131.0776,335.9
-14.056,130.6775,335.9
-16.086,136.0896,335.9
-14.6082,131.4438,335.9
-14.3187,130.7926,335.9
-14.3081,130.8008,335.9
-12.1858,131.0224,335.9
-13.6646,130.9763,335.9
-16.7735,142.1721,335.9
-16.7544,142.0861,335.9
-15.3334,130.3063,335.9
-15.3445,130.2422,335.9
-16.4086,136.669,335.9
-16.3407,144.7052,335.9
-17.1579,142.5077,335.9
-15.6971,142.1205,335.9
-14.1851,129.8402,335.9
-14.5231,126.664,335.9
-12.8386,141.9741,335.9
-17.184,125.3638,335.9
-15.4582,135.6233,335.9
-14.496,126.7467,335.9
-25.902,150.888,335.9
-17.3986,145.1122,335.9
-28.9971,152.2783,335.9
-12.2408,134.7766,335.9
-30.2025,152.6504,335.9
-28.9572,152.3677,335.9
-29.0677,152.4485,335.9
-16.6245,139.204,335.9
-12.803,143.3169,335.9
-21.1169,118.7954,335.9
-13.7899,130.7016,335.9
-12.3825,132.8174,335.9
-30.1327,152.0882,335.9
-30.0488,152.4187,335.9
-10.9626,142.2669,335.9
-12.7878,141.83,335.9
-28.9071,152.3338,335.9
-29.7197,152.078,335.9
-17.1843,143.2298,335.9
-25.4964,150.4674,335.9
-16.0204,136.0984,335.9
-12.152,134.3864,335.9
-26.432,147.1957,335.9
-16.2211,136.8882,335.9
-16.1335,136.0045,335.9
-12.9496,141.6649,335.9
-16.4138,124.1096,335.9
-16.5408,123.9649,335.9
-15.6249,135.068,335.9
-11.8139,142.2308,335.9
-12.4175,132.8551,335.9
-17.0793,143.3452,335.9
-16.671,127.6306,335.9
-28.2968,128.4805,335.9
-12.6834,133.9104,335.8
-16.0712,125.864,335.8
-15.5242,130.6114,335.8
-15.1725,130.3943,335.8
-14.6083,130.6805,335.8
-35.02,145.6338,335.8
-15.527,130.6688,335.8
-15.333,131.0874,335.8
-15.3311,130.822,335.8
-16.1606,126.0613,335.8
-14.914,129.7103,335.8
-16.2573,126.0725,335.8
-16.4257,136.714,335.8
-15.6722,131.4144,335.8
-12.6571,132.9796,335.8
-12.1604,141.7645,335.8
-14.2005,129.7985,335.8
-14.1822,129.8094,335.8
-13.299,131.0105,335.8
-12.5675,135.3033,335.8
-12.5771,134.5003,335.8
-29.2717,148.3397,335.8
-23.176,150.4752,335.8
-14.181,129.8441,335.8
-10.2001,142.289,335.8
-12.1985,133.0271,335.8
-13.3306,130.7663,335.8
-30.1568,152.3298,335.8
-28.9731,152.4485,335.8
-28.6747,152.631,335.8
-17.2259,145.051,335.8
-12.3036,134.9231,335.8
-28.4452,152.353,335.8
-17.2706,125.4457,335.8
-26.2422,150.8868,335.8
-12.9568,130.2937,335.8
-16.5315,139.2638,335.8
-12.8014,143.3226,335.8
-11.9583,135.7183,335.8
-33.8154,122.7036,335.8
-28.9281,152.4448,335.8
-12.0945,132.806,335.8
-26.6277,147.8318,335.8
-28.9068,152.324,335.8
-29.717,152.1048,335.8
-12.6693,142.5544,335.8
-21.8627,134.5912,335.8
-19.5458,147.2254,335.8
-32.2683,146.9741,335.8
-16.0948,136.0331,335.8
-15.3632,134.3071,335.8
-34.3035,144.0632,335.8
-16.4972,123.9129,335.8
-16.6594,127.6597,335.8
-15.5621,134.6531,335.8
-12.4033,141.8112,335.8
-14.1798,130.6597,335.7
-15.1853,131.3229,335.7
-12.7631,133.8747,335.7
-12.2894,134.0233,335.7
-12.8209,132.8982,335.7
-15.5267,130.6237,335.7
-15.5484,130.5376,335.7
-14.5831,130.6885,335.7
-15.5779,131.3689,335.7
-15.4029,131.0439,335.7
-14.129,143.455,335.7
-15.1473,129.7904,335.7
-16.3412,136.9848,335.7
-12.7051,135.0785,335.7
-16.4631,136.7503,335.7
-13.154,130.1329,335.7
-22.5204,150.3095,335.7
-15.1974,134.4118,335.7
-15.2613,141.9305,335.7
-16.1937,136.4919,335.7
-13.0184,141.9296,335.7
-16.9035,142.497,335.7
-15.2687,134.3903,335.7
-14.4032,132.3254,335.7
-16.3767,136.4375,335.7
-12.6647,131.2884,335.7
-16.3927,136.3808,335.7
-25.6229,148.5408,335.7
-23.7712,150.9815,335.7
-14.0621,130.8525,335.7
-30.1481,152.1824,335.7
-16.1641,144.4306,335.7
-17.4105,145.1384,335.7
-25.8792,150.8647,335.7
-16.3306,144.6925,335.7
-17.0448,142.9199,335.7
-13.4581,135.5711,335.7
-11.6828,132.7836,335.7
-12.4832,133.9998,335.7
-12.4947,135.7907,335.7
-11.277,132.2662,335.7
-16.378,136.532,335.7
-30.2027,152.6161,335.7
-13.3266,130.8068,335.7
-28.914,152.4246,335.7
-22.622,150.66,335.7
-30.7896,152.0478,335.7
-13.411,131.1146,335.7
-15.5557,141.7782,335.7
-14.0703,143.1338,335.7
-14.0749,129.7978,335.7
-15.7543,136.0681,335.7
-13.4205,131.1344,335.7
-14.7446,126.399,335.7
-15.1386,141.7739,335.7
-13.4288,130.8255,335.7
-16.9046,145.9206,335.7
-13.5858,129.9795,335.7
-16.3009,133.7347,335.7
-12.0421,133.0745,335.7
-16.3967,124.0104,335.7
-11.8587,133.3473,335.7
-29.7396,152.359,335.7
-13.3369,132.3666,335.7
-14.2987,126.8726,335.7
-14.2877,143.5782,335.7
-12.2706,133.6481,335.7
-16.0856,136.6362,335.6
-15.1637,131.2363,335.6
-14.5929,130.6592,335.6
-16.3423,137.0418,335.6
-15.3754,131.0549,335.6
-16.3169,136.9395,335.6
-16.656,142.0577,335.6
-16.6728,142.0712,335.6
-16.7925,138.5479,335.6
-16.6281,142.1199,335.6
-16.6516,142.1395,335.6
-13.4833,131.4126,335.6
-16.3307,136.8474,335.6
-14.1459,129.9719,335.6
-12.3815,134.4065,335.6
-14.7237,131.628,335.6
-12.2901,133.5152,335.6
-12.9399,130.167,335.6
-12.8554,131.6456,335.6
-11.945,142.4408,335.6
-26.1228,150.324,335.6
-15.7293,137.0707,335.6
-16.4086,136.7078,335.6
-16.7143,124.1034,335.6
-17.1721,142.603,335.6
-14.4915,133.8356,335.6
-16.0876,136.8773,335.6
-15.6998,130.7662,335.6
-14.1486,129.7979,335.6
-12.2901,134.7228,335.6
-17.1435,142.7058,335.6
-17.1448,142.6961,335.6
-12.2723,134.5969,335.6
-26.1724,125.4651,335.6
-15.8652,130.2954,335.6
-17.0019,142.7702,335.6
-15.4566,135.6109,335.6
-12.539,135.3739,335.6
-12.5692,135.1633,335.6
-12.4552,134.4111,335.6
-32.2181,146.9974,335.6
-12.8646,141.8428,335.6
-13.4246,130.9848,335.6
-17.8239,145.4867,335.6
-11.0929,142.4451,335.6
-12.994,141.8363,335.6
-14.5793,126.7161,335.6
-29.5627,153.214,335.6
-25.9489,150.8717,335.6
-14.2935,135.534,335.6
-13.8372,134.1806,335.6
-14.6122,126.8042,335.6
-29.5524,153.2482,335.6
-14.0935,130.7004,335.6
-14.104,130.7083,335.6
-29.0424,152.5123,335.6
-17.135,143.1243,335.6
-12.9163,136.3004,335.6
-19.4965,143.9943,335.6
-17.1301,125.2183,335.6
-19.5913,146.8573,335.6
-17.8991,145.5004,335.6
-14.1841,129.8853,335.6
-14.1861,129.873,335.6
-11.3429,132.0809,335.6
-11.3308,132.2433,335.6
-13.4154,130.7852,335.6
-28.9399,152.2988,335.6
-30.1935,152.686,335.6
-17.1283,143.1856,335.6
-12.0039,142.766,335.6
-12.8287,130.5977,335.6
-29.7221,152.3764,335.6
-13.4587,141.9488,335.6
-12.8175,130.5172,335.6
-26.6256,147.8446,335.6
-21.9331,134.5789,335.6
-21.9163,134.6078,335.6
-16.4092,123.9979,335.6
-22.7698,148.5412,335.6
-11.798,142.4501,335.6
-13.3045,132.4019,335.6
