latitude,longitude,brightness
-16.1948,136.4822,351.9
-17.1861,125.2678,351.9
-29.5638,153.2198,351.9
-22.6887,150.6493,351.9
-17.1644,143.1303,351.9
-16.893,142.8875,351.9
-26.3637,150.6929,351.9
-21.0962,118.8137,351.9
-22.6431,150.7065,351.9
-19.5767,146.8541,351.9
-12.1336,132.8632,351.9
-13.3487,132.2364,351.9
-13.3211,142.0022,351.9
-15.6163,134.5387,351.9
-16.2779,137.0198,351.8
-15.2778,130.3026,351.8
-16.3175,136.8448,351.8
-12.4305,142.0016,351.8
-12.7969,132.0546,351.8
-14.5549,126.5796,351.8
-30.1479,152.1715,351.8
-25.9331,150.8426,351.8
-29.7217,152.4458,351.8
-28.9965,152.3706,351.8
-13.2247,130.8698,351.8
-28.9677,152.3877,351.8
-14.6853,126.5728,351.8
-11.6284,132.8083,351.8
-28.459,122.6403,351.8
-12.3259,141.7928,351.8
-28.7796,148.1407,351.8
-16.3452,135.9975,351.8
-11.7293,142.3388,351.8
-12.9388,130.788,351.8
-15.5737,130.6609,351.7
-14.6634,131.5946,351.7
-12.3296,134.1567,351.7
-13.4921,130.3565,351.7
-13.5793,130.3067,351.7
-16.594,136.8584,351.7
-13.022,130.7553,351.7
-16.9853,142.4875,351.7
-16.1389,144.4196,351.7
-30.1952,152.4904,351.7
-28.9821,152.5009,351.7
-11.6344,132.8185,351.7
-13.4001,131.1055,351.7
-17.1197,143.1507,351.7
-27.3421,148.396,351.7
-14.1616,130.7923,351.7
-12.2277,135.9051,351.7
-11.5699,130.7782,351.7
-12.7809,130.5261,351.7
-12.3245,141.7836,351.7
-21.9388,134.6124,351.7
-15.578,134.9781,351.7
-29.0791,152.3718,351.6
-12.3108,134.9202,351.6
-30.2228,152.6427,351.6
-26.0904,153.0707,351.6
-14.1844,130.7661,351.6
-13.5324,132.1758,351.6
-12.6544,142.5361,351.6
-42.6139,145.5946,351.6
-11.8009,142.431,351.6
-11.745,142.4116,351.6
-11.6456,130.3941,351.5
-14.295,130.7314,351.5
-15.5434,130.4741,351.5
-17.6444,123.1949,351.5
-29.318,153.0316,351.5
-12.2557,133.5181,351.5
-16.1122,136.8786,351.5
-17.0584,142.6008,351.5
-14.0902,129.9671,351.5
-12.5403,135.3647,351.5
-16.4551,136.3771,351.5
-12.6851,142.3213,351.5
-30.1393,152.358,351.5
-15.5152,142.0943,351.5
-28.9399,152.3571,351.5
-14.0649,129.877,351.5
-15.6745,136.0032,351.5
-30.0686,152.3983,351.5
-30.2449,152.1722,351.5
-15.6518,131.2202,351.5
-11.5537,130.7763,351.5
-12.6746,143.0639,351.5
-12.1425,136.349,351.5
-32.1631,116.105,351.5
-15.6098,134.6086,351.5
-15.6217,134.5352,351.5
-23.3879,145.4462,351.4
-14.3635,126.6665,351.4
-15.0667,129.7713,351.4
-14.3048,129.8882,351.4
-14.7435,131.4955,351.4
-12.6407,131.292,351.4
-17.0002,142.5025,351.4
-13.1649,130.832,351.4
-29.5493,153.2264,351.4
-28.6156,151.9164,351.4
-20.3524,118.9364,351.4
-14.6048,126.5512,351.4
-21.1077,118.8285,351.4
-29.0597,152.5013,351.4
-15.5294,142.2233,351.4
-14.6672,132.6523,351.4
-30.0826,152.1674,351.4
-27.6196,148.9625,351.4
-28.4453,122.5451,351.4
-13.0291,130.3604,351.4
-21.4852,119.4655,351.4
-12.1651,135.9582,351.4
-12.6493,142.5185,351.4
-32.1669,116.1207,351.4
-30.5021,152.1983,351.4
-16.3487,137.0353,351.3
-14.6023,131.6219,351.3
-14.5618,135.4836,351.3
-16.5217,136.7297,351.3
-16.8998,142.6668,351.3
-17.1423,142.9528,351.3
-17.1506,143.0026,351.3
-13.328,130.7847,351.3
-17.4104,145.1111,351.3
-17.0666,143.0433,351.3
-14.2809,135.5359,351.3
-29.573,153.3031,351.3
-22.5907,150.6616,351.3
-14.3638,126.763,351.3
-30.0721,152.413,351.3
-14.7324,126.479,351.3
-11.4319,132.2986,351.3
-13.5503,132.1614,351.3
-21.6601,134.5378,351.3
-16.1315,136.6038,351.3
-16.4356,124.0238,351.3
-15.6429,134.6961,351.3
-14.6132,130.7195,351.2
-16.1293,136.3651,351.2
-16.833,142.2674,351.2
-22.621,150.5715,351.2
-16.6205,136.7127,351.2
-15.2419,141.9332,351.2
-14.6416,126.5627,351.2
-17.0548,142.911,351.2
-13.9867,130.7943,351.2
-30.8404,152.0359,351.2
-30.103,152.3026,351.2
-15.6306,131.2372,351.2
-14.339,135.4325,351.2
-17.0713,122.3807,351.2
-16.8606,138.4298,351.2
-11.7867,142.2662,351.2
-13.3733,132.0877,351.2
-16.9951,143.2787,351.2
-12.6705,133.2108,351.1
-14.6332,130.7012,351.1
-13.8853,129.7985,351.1
-12.7377,132.9787,351.1
-16.2127,136.3859,351.1
-16.1791,136.4394,351.1
-13.5456,142.9858,351.1
-16.4545,136.6973,351.1
-22.7259,150.5617,351.1
-12.9214,141.678,351.1
-31.6211,150.1467,351.1
-17.0825,142.52,351.1
-15.2405,134.3696,351.1
-12.6209,131.0411,351.1
-13.8002,136.6297,351.1
-19.5216,143.9922,351.1
-12.6437,141.8998,351.1
-29.8002,152.1443,351.1
-30.0347,152.2432,351.1
-26.1732,153.0329,351.1
-17.2107,143.2349,351.1
-26.2654,150.8839,351.1
-16.3747,136.0142,351.1
-15.553,134.857,351.1
-16.1715,136.8403,351.1
-11.8042,142.2896,351.1
-15.5235,134.7682,351.1
-15.4606,129.9946,351.1
-13.3071,141.9861,351.1
-15.5547,130.6127,351
-16.6125,142.087,351
-12.7857,131.6174,351
-13.0268,133.0124,351
-15.6134,131.4759,351
-16.0652,136.5038,351
-11.7298,130.2726,351
-12.6932,142.3188,351
-17.0555,142.8693,351
-30.0937,152.2292,351
-28.9983,152.429,351
-28.9736,152.2842,351
-14.68,126.5351,351
-29.5563,153.3026,351
-29.0287,152.5822,351
-14.4128,126.7843,351
-14.4369,126.9137,351
-12.8379,130.5,351
-26.2726,129.8868,351
-21.7846,134.5046,351
-27.6249,148.995,351
-11.8062,142.0604,350.9
-15.5131,130.3762,350.9
-14.5993,130.6791,350.9
-12.2156,131.0668,350.9
-13.3164,131.0303,350.9
-14.5256,126.6865,350.9
-30.1709,152.2489,350.9
-16.2816,144.6691,350.9
-12.8836,142.0308,350.9
-15.9991,136.107,350.9
-27.6077,148.9921,350.9
-30.4955,152.196,350.9
-16.3717,123.9117,350.9
-12.5694,132.0551,350.9
-26.1942,146.6411,350.9
-11.3957,130.8066,350.8
-14.0602,130.6547,350.8
-15.3375,131.0812,350.8
-29.9078,152.9786,350.8
-14.6699,131.5464,350.8
-16.0608,136.5261,350.8
-12.6092,132.9547,350.8
-16.1253,144.2807,350.8
-17.1962,145.0515,350.8
-22.0325,148.6319,350.8
-13.1956,130.8742,350.8
-15.3776,134.2038,350.8
-30.2935,152.2518,350.8
-29.7348,152.4512,350.8
-29.0732,152.4671,350.8
-11.0787,132.5686,350.8
-15.3572,135.2672,350.8
-11.4215,132.2969,350.8
-12.0848,132.8076,350.8
-15.4128,141.8991,350.8
-28.4565,122.6312,350.8
-16.6207,124.8869,350.8
-13.0782,130.314,350.8
-33.8871,115.6671,350.8
-15.4907,126.9744,350.8
-17.1807,143.3965,350.8
-14.7688,141.7681,350.8
-28.0545,131.6591,350.8
-11.39,130.5006,350.7
-15.3028,131.3054,350.7
-22.6916,150.4554,350.7
-15.4477,130.9058,350.7
-15.7355,130.5831,350.7
-22.7852,150.5996,350.7
-16.6408,128.6475,350.7
-12.5396,131.3217,350.7
-12.7632,130.9717,350.7
-14.4562,133.7725,350.7
-12.5627,135.3012,350.7
-12.568,135.2662,350.7
-22.6837,150.5803,350.7
-15.7693,130.3842,350.7
-13.2857,130.7632,350.7
-30.0959,152.216,350.7
-22.5956,149.3474,350.7
-30.1875,152.5836,350.7
-22.4882,150.6123,350.7
-30.2209,152.1598,350.7
-12.8493,130.5565,350.7
-13.4455,130.8304,350.7
-12.5209,134.1833,350.7
-21.7402,134.6246,350.7
-15.9134,144.5787,350.7
-27.538,150.7902,350.6
-27.5865,149.1047,350.6
-11.617,130.4444,350.6
-11.0636,142.5522,350.6
-16.106,136.8325,350.6
-13.9909,130.1004,350.6
-16.9842,142.7629,350.6
-11.7733,132.6925,350.6
-22.5493,150.1992,350.6
-13.2225,130.8192,350.6
-30.1472,152.3308,350.6
-21.0979,118.8471,350.6
-29.7314,152.3928,350.6
-11.3926,132.4087,350.6
-12.1264,132.8962,350.6
-30.0589,152.3801,350.6
-29.748,152.1002,350.6
-12.8033,130.5691,350.6
-12.8099,130.5899,350.6
-12.7604,130.9452,350.6
-22.9129,122.1989,350.6
-13.8964,132.9036,350.6
-17.0815,143.314,350.6
-12.243,134.2043,350.5
-16.7167,142.0285,350.5
-16.5102,136.8924,350.5
-17.0165,142.5858,350.5
-12.3594,142.0719,350.5
-14.5323,126.6103,350.5
-29.7111,152.4543,350.5
-17.096,142.8305,350.5
-17.1256,143.0936,350.5
-15.5181,142.1127,350.5
-30.2106,152.1895,350.5
-30.1122,152.3524,350.5
-30.0652,152.2411,350.5
-28.9761,152.2628,350.5
-21.123,118.8424,350.5
-14.1089,129.8421,350.5
-30.2254,152.1666,350.5
-17.3084,125.5017,350.5
-15.6293,131.2471,350.5
-16.2408,136.2127,350.5
-12.0264,142.7738,350.5
-12.4919,131.7335,350.5
-15.5883,134.6498,350.5
-17.0028,143.2895,350.5
-15.9645,144.6239,350.5
-15.2095,129.8895,350.4
-13.5038,132.1376,350.4
-16.7292,142.0558,350.4
-15.0016,129.8032,350.4
-12.9276,141.6775,350.4
-16.6393,128.6587,350.4
-13.9352,129.9197,350.4
-13.5056,130.3316,350.4
-12.4847,133.8633,350.4
-11.3726,132.1155,350.4
-12.6459,142.6051,350.4
-11.438,132.1586,350.4
-18.1118,144.8373,350.4
-14.5923,126.7228,350.4
-29.0056,152.3724,350.4
-29.0273,152.5102,350.4
-12.5229,134.0435,350.4
-12.7659,142.035,350.4
-13.9626,130.7677,350.4
-14.4034,126.7239,350.4
-16.6319,139.2045,350.4
-11.8163,133.2973,350.4
-12.9502,130.3472,350.4
-12.9301,130.3799,350.4
-29.8125,152.1548,350.4
-29.1521,152.3691,350.4
-11.1302,142.5738,350.4
-16.8087,138.5777,350.4
-16.3015,133.7144,350.4
-21.9102,134.5848,350.4
-30.8443,152.0969,350.4
-11.3419,130.9192,350.3
-15.4442,130.7956,350.3
-15.456,131.006,350.3
-31.4392,152.8512,350.3
-13.4425,143.0633,350.3
-12.6767,131.7409,350.3
-22.6198,150.5222,350.3
-14.0928,129.9822,350.3
-17.2281,142.6953,350.3
-28.0765,153.1372,350.3
-29.076,152.3928,350.3
-11.2783,132.2568,350.3
-17.044,125.17,350.3
-14.1635,129.8417,350.3
-13.9967,129.9129,350.3
-13.4155,130.8172,350.3
-16.1956,136.8618,350.3
-13.3518,132.1273,350.3
-31.0024,146.5861,350.3
-14.4227,132.9307,350.2
-15.0858,129.9564,350.2
-15.7238,130.5816,350.2
-26.3284,150.7466,350.2
-12.1355,134.6739,350.2
-17.1453,142.8319,350.2
-12.5514,142.2845,350.2
-25.9307,150.879,350.2
-17.0124,142.8742,350.2
-29.6919,152.4008,350.2
-15.7839,130.5626,350.2
-11.4294,132.4144,350.2
-28.4732,122.6363,350.2
-26.138,153.0494,350.2
-16.3043,133.6933,350.2
-14.1696,136.4415,350.2
-12.8663,130.4748,350.2
-29.9044,152.0677,350.2
-12.4513,131.1001,350.1
-15.4246,142.3185,350.1
-12.9022,132.5992,350.1
-14.662,131.5854,350.1
-13.7271,131.0539,350.1
-22.6316,150.5785,350.1
-13.9817,130.116,350.1
-16.3718,136.7815,350.1
-16.0541,136.8506,350.1
-13.2503,131.0425,350.1
-12.9958,141.8576,350.1
-25.8672,150.8266,350.1
-18.1168,144.8056,350.1
-14.5532,126.5665,350.1
-12.9784,130.9134,350.1
-22.6612,150.7035,350.1
-12.6346,141.9012,350.1
-12.1274,132.8397,350.1
-14.7496,126.4911,350.1
-17.3142,125.4462,350.1
-15.6598,131.2313,350.1
-13.5833,130.6966,350.1
-28.9317,152.3352,350.1
-16.3118,133.7111,350.1
-26.4328,147.217,350.1
-12.3654,134.0374,350.1
-16.3882,136.0015,350.1
-29.9903,152.2672,350.1
-29.869,152.0207,350.1
-15.5984,134.7307,350.1
-15.6494,130.468,350.1
-14.2005,130.6755,350
-11.6787,130.4226,350
-16.3228,136.8269,350
-11.3976,130.8854,350
-13.6753,131.0416,350
-16.2435,136.4166,350
-14.4584,133.7587,350
-16.966,142.5118,350
-17.2359,142.6737,350
-28.9999,152.285,350
-30.1991,152.4615,350
-16.2626,136.5707,350
-12.2516,135.5036,350
-17.03,125.191,350
-14.4779,132.349,350
-11.5664,130.7445,350
-11.0049,142.2918,350
-14.2024,130.7673,350
-14.1863,136.472,350
-13.0531,130.4214,350
-17.068,122.3832,350
-16.3637,136.0121,350
-13.3633,132.2136,350
-28.2864,128.4588,350
-14.7015,132.0415,349.9
-12.3361,141.7015,349.9
-34.732,149.4486,349.9
-15.4646,135.5733,349.9
-12.9451,142.0099,349.9
-21.8849,119.4477,349.9
-14.7969,142.2889,349.9
-17.0826,142.6298,349.9
-12.2298,134.015,349.9
-25.9384,150.9343,349.9
-28.9639,152.5309,349.9
-12.3526,135.869,349.9
-30.0777,152.3951,349.9
-26.2374,149.5041,349.9
-13.4336,130.8485,349.9
-29.7552,152.1032,349.9
-28.8817,152.3107,349.9
-14.348,135.4339,349.9
-21.9107,134.5743,349.9
-13.3292,132.4149,349.9
-18.2748,142.4536,349.9
-14.6525,130.6261,349.8
-27.6503,149.9102,349.8
-13.9929,129.7967,349.8
-12.3769,131.1144,349.8
-12.7767,143.3429,349.8
-17.0568,145.5765,349.8
-16.94,142.8754,349.8
-29.07,152.3083,349.8
-11.3904,132.4909,349.8
-27.6251,148.9791,349.8
-12.8498,130.5516,349.8
-16.322,133.7066,349.8
-27.9315,152.3067,349.8
-13.3532,132.3476,349.8
-16.5189,141.9533,349.7
-12.6217,132.8906,349.7
-16.951,142.6587,349.7
-16.1948,136.5499,349.7
-22.5807,150.1961,349.7
-14.5221,144.2266,349.7
-30.1952,152.4942,349.7
-30.1965,152.4825,349.7
-29.0452,152.4696,349.7
-29.0087,152.4313,349.7
-14.1224,130.7664,349.7
-30.2272,152.608,349.7
-14.4112,126.7124,349.7
-20.4629,119.0123,349.7
-29.8305,152.1375,349.7
-17.1955,143.2231,349.7
-21.6573,134.5603,349.7
-16.0021,136.0843,349.7
-13.3636,132.1401,349.7
-11.6666,142.3355,349.7
-26.4248,149.9346,349.6
-14.5857,130.7188,349.6
-14.5832,131.5062,349.6
-16.285,136.942,349.6
-31.5431,152.6255,349.6
-15.085,129.9039,349.6
-14.6807,131.5779,349.6
-11.3702,130.897,349.6
-14.8198,141.6353,349.6
-15.3737,141.7876,349.6
-12.3116,134.1517,349.6
-31.38,150.0862,349.6
-12.5079,132.9726,349.6
-16.2052,136.5419,349.6
-25.9092,150.7951,349.6
-13.1763,130.8806,349.6
-29.0071,152.3828,349.6
-30.2964,152.2467,349.6
-14.6867,126.5822,349.6
-17.0575,125.1907,349.6
-27.3428,148.3903,349.6
-26.3403,130.0191,349.6
-11.3735,132.3591,349.6
-27.3264,148.4455,349.6
-12.3455,133.069,349.6
-30.7733,152.0875,349.6
-14.37,126.9032,349.6
-16.2502,136.1487,349.6
-13.2005,141.8436,349.6
-21.8318,134.5688,349.6
-13.9817,132.884,349.6
-15.5365,134.6989,349.6
-12.5894,132.0583,349.6
-16.0618,136.8588,349.5
-14.4693,133.7604,349.5
-13.2735,130.9905,349.5
-12.6577,142.6063,349.5
-16.3676,136.4931,349.5
-26.3654,150.7088,349.5
-29.0582,152.4355,349.5
-25.9406,150.9216,349.5
-17.274,145.1716,349.5
-13.4468,130.8206,349.5
-14.827,130.0835,349.5
-26.1743,153.022,349.5
-16.8003,122.8075,349.5
-17.0767,122.4183,349.5
-14.3114,143.5898,349.5
-12.4836,135.6115,349.5
-13.3752,132.3392,349.5
-12.437,142.2002,349.5
-28.2948,128.4683,349.5
-14.7555,141.7507,349.5
-15.3659,130.8635,349.4
-31.139,152.9716,349.4
-15.3328,130.2317,349.4
-20.8628,128.0371,349.4
-13.8675,136.6403,349.4
-13.0342,130.7371,349.4
-16.9368,142.7172,349.4
-17.0356,142.5545,349.4
-25.2081,131.0569,349.4
-16.9993,142.7564,349.4
-11.7293,132.7574,349.4
-12.5141,133.8537,349.4
-38.4172,147.0448,349.4
-32.9813,146.4412,349.4
-12.1072,134.44,349.4
-24.3855,128.7888,349.4
-13.1701,130.7872,349.4
-17.1195,142.8301,349.4
-30.1999,152.5027,349.4
-15.9922,136.2126,349.4
-14.3923,126.715,349.4
-11.0134,142.55,349.4
-26.0963,153.042,349.4
-13.5516,132.2321,349.4
-12.134,132.7699,349.4
-26.2846,129.879,349.4
-26.8242,147.7611,349.4
-13.331,132.4004,349.4
-12.4933,131.7427,349.4
-17.1084,143.3466,349.4
-33.6169,115.7655,349.4
-25.9261,150.2307,349.4
-16.1479,136.6726,349.3
-16.2066,126.1285,349.3
-14.1817,143.6122,349.3
-13.1481,130.1325,349.3
-12.6214,132.0981,349.3
-15.2512,141.9282,349.3
-17.0104,142.6089,349.3
-14.4591,126.6148,349.3
-14.4355,126.6732,349.3
-28.0973,153.1283,349.3
-29.0402,152.4985,349.3
-17.0285,143.0744,349.3
-17.283,145.1702,349.3
-14.7506,126.4496,349.3
-11.4243,132.3043,349.3
-14.496,126.9427,349.3
-15.6003,131.2526,349.3
-29.7284,152.0943,349.3
-12.1915,134.341,349.3
-15.9843,144.5719,349.3
-14.3205,143.5912,349.3
-13.289,132.3834,349.3
-13.3999,132.3797,349.3
-14.8488,144.3351,349.2
-15.4935,142.355,349.2
-16.1814,126.0414,349.2
-14.037,129.7719,349.2
-12.7726,132.7865,349.2
-14.7504,134.424,349.2
-16.8294,142.2628,349.2
-12.693,131.6783,349.2
-16.3711,136.7702,349.2
-12.9537,132.0132,349.2
-16.8284,142.377,349.2
-16.0336,136.8415,349.2
-14.4497,133.743,349.2
-16.1327,144.3192,349.2
-17.0519,142.7213,349.2
-13.0475,130.839,349.2
-16.9881,128.1517,349.2
-41.4875,147.8991,349.2
-21.4332,148.3971,349.2
-28.6327,151.9026,349.2
-30.2249,152.4806,349.2
-12.9124,131.212,349.2
-15.6943,136.0764,349.2
-16.9982,125.1452,349.2
-12.1288,132.8488,349.2
-13.4455,130.7974,349.2
-26.2721,129.9937,349.2
-16.1927,136.1603,349.2
-14.3198,126.8941,349.2
-14.322,126.9104,349.2
-14.0298,130.0108,349.2
-13.0158,141.7059,349.2
-12.4179,142.1257,349.1
-16.3016,136.8571,349.1
-14.9415,129.7652,349.1
-14.5003,133.0532,349.1
-13.5776,130.3739,349.1
-13.887,129.8874,349.1
-13.8925,129.8503,349.1
-16.9738,128.1442,349.1
-17.2042,145.0643,349.1
-17.2098,142.6141,349.1
-29.0821,152.3175,349.1
-18.1147,144.8081,349.1
-17.0702,143.0636,349.1
-13.8323,136.676,349.1
-12.25,134.778,349.1
-12.1631,134.4343,349.1
-16.1674,136.5762,349.1
-30.0839,152.3682,349.1
-15.3782,135.1368,349.1
-21.7997,134.6858,349.1
-15.5444,134.8729,349.1
-30.7791,152.1293,349.1
-13.4076,132.3903,349.1
-27.2172,148.6483,349
-14.1853,130.6676,349
-11.4393,130.8816,349
-13.8071,131.9329,349
-15.9495,136.5762,349
-12.291,134.1319,349
-19.2015,146.6424,349
-26.3529,150.7221,349
-30.0762,152.272,349
-30.1963,152.4025,349
-13.0261,142.0942,349
-13.2563,130.8479,349
-15.697,136.0569,349
-11.6058,130.7719,349
-29.8089,152.152,349
-13.5517,132.2253,349
-14.1743,130.8092,349
-13.5101,132.2089,349
-13.9334,130.8219,349
-13.8368,130.7222,349
-21.7989,134.5556,349
-14.2174,126.5214,349
-14.2528,126.5536,349
-15.5632,130.4823,348.9
-14.636,131.6432,348.9
-15.574,130.6617,348.9
-14.046,129.7733,348.9
-12.7945,131.6117,348.9
-13.5373,130.3921,348.9
-17.0203,142.5104,348.9
-30.1542,152.2306,348.9
-22.5874,149.3649,348.9
-14.2894,135.5546,348.9
-26.2318,150.9098,348.9
-26.1605,151.0818,348.9
-16.5592,139.3439,348.9
-14.1723,130.7841,348.9
-14.1602,130.802,348.9
-12.5298,131.1006,348.9
-30.7909,152.1055,348.9
-21.8427,134.5071,348.9
-16.4192,124.0414,348.9
-27.9478,152.3018,348.9
-27.6062,148.9812,348.9
-12.5812,132.0452,348.9
-13.3651,132.3374,348.9
-15.526,134.789,348.9
-16.3541,136.8645,348.8
-16.8766,123.0836,348.8
-15.7914,130.4418,348.8
-22.6029,150.512,348.8
-12.9687,132.0409,348.8
-11.3919,132.0972,348.8
-15.8167,130.3119,348.8
-12.4462,134.4098,348.8
-12.3107,134.1301,348.8
-11.7581,132.7328,348.8
-17.0395,145.5901,348.8
-14.4882,129.5345,348.8
-16.8651,142.8082,348.8
-30.1441,152.3197,348.8
-11.416,130.8149,348.8
-12.1572,132.8672,348.8
-12.9855,130.3828,348.8
-13.8667,130.6814,348.8
-15.7853,130.552,348.8
-16.0028,136.1373,348.8
-28.395,122.5363,348.8
-15.4881,134.9679,348.8
-30.7777,152.1413,348.8
-16.5701,124.9025,348.8
-12.6017,130.748,348.8
-14.7755,141.7188,348.8
-16.1251,136.6945,348.7
-16.3023,137.0427,348.7
-15.3205,130.3072,348.7
-15.3211,130.2634,348.7
-28.023,148.1629,348.7
-16.3599,144.6493,348.7
-26.1299,151.1197,348.7
-16.2848,144.6674,348.7
-14.513,126.7088,348.7
-12.4971,134.0553,348.7
-28.6266,151.9436,348.7
-17.1988,145.1178,348.7
-17.2309,145.0805,348.7
-22.6446,150.7164,348.7
-11.6165,130.7656,348.7
-16.5527,122.8661,348.7
-14.0614,129.8903,348.7
-29.0932,152.4953,348.7
-11.4122,132.2421,348.7
-12.3529,134.0494,348.7
-16.3723,136.0288,348.7
-13.3508,132.2424,348.7
-15.5262,134.7617,348.7
-15.5434,134.6567,348.7
-15.4161,130.8275,348.6
-15.4745,130.848,348.6
-14.337,129.9229,348.6
-16.6473,142.1774,348.6
-15.7377,137.0501,348.6
-15.5542,127.7908,348.6
-12.6601,132.1267,348.6
-19.2848,146.2871,348.6
-14.3929,132.3333,348.6
-26.8024,147.4413,348.6
-12.8431,142.0427,348.6
-14.5124,126.7671,348.6
-29.1012,152.3747,348.6
-18.1108,144.8369,348.6
-13.2866,130.83,348.6
-11.3343,132.0786,348.6
-30.2156,152.1848,348.6
-13.6837,130.6228,348.6
-16.2525,136.1954,348.6
-25.4872,150.4659,348.6
-15.9527,144.5401,348.6
-17.176,143.3582,348.6
-16.3874,136.9561,348.5
-15.0746,129.9118,348.5
-16.3064,136.9665,348.5
-15.0541,130.6914,348.5
-19.1615,138.3575,348.5
-15.7293,130.4642,348.5
-27.5887,149.0561,348.5
-16.1613,136.2605,348.5
-14.5341,126.7391,348.5
-13.8505,134.2228,348.5
-19.5932,143.9937,348.5
-28.9666,152.3694,348.5
-29.0524,152.4945,348.5
-28.9853,152.497,348.5
-15.7035,136.0777,348.5
-12.1896,132.9263,348.5
-14.0174,129.9089,348.5
-34.2254,142.2832,348.5
-30.0641,152.3282,348.5
-14.1152,129.8621,348.5
-32.9692,146.4368,348.5
-21.9079,134.59,348.5
-13.3647,132.1621,348.5
-13.3953,132.3425,348.5
-33.5878,115.75,348.5
-31.6085,115.958,348.5
-14.4621,129.5542,348.4
-16.1943,136.0364,348.4
-16.6312,136.8244,348.4
-13.0237,141.8644,348.4
-16.0601,136.5307,348.4
-16.498,136.7266,348.4
-22.6486,150.5408,348.4
-19.2862,146.2776,348.4
-12.2947,132.9024,348.4
-14.4764,133.8538,348.4
-16.0408,136.848,348.4
-14.4229,132.2911,348.4
-12.3756,131.1237,348.4
-15.7361,130.2886,348.4
-12.7995,142.05,348.4
-25.9276,150.9412,348.4
-17.0391,142.9778,348.4
-30.1168,152.3216,348.4
-16.9969,143.0823,348.4
-30.0779,152.3987,348.4
-13.2936,130.8977,348.4
-16.9547,125.0786,348.4
-14.3755,126.94,348.4
-13.5168,132.2438,348.4
-15.5546,135.0518,348.4
-12.8383,130.8121,348.4
-15.587,134.9795,348.4
-15.5323,134.7861,348.4
-13.345,132.3342,348.4
-11.4081,130.8389,348.3
-11.6663,130.4097,348.3
-15.4812,142.3084,348.3
-16.6917,142.0072,348.3
-15.0615,130.6856,348.3
-11.4557,132.1199,348.3
-22.5992,150.5182,348.3
-15.1731,134.3891,348.3
-12.2514,134.8946,348.3
-12.8675,141.8366,348.3
-28.9952,152.3167,348.3
-28.9846,152.3252,348.3
-22.5678,149.3581,348.3
-29.1083,152.3892,348.3
-15.9984,136.6796,348.3
-29.0509,152.529,348.3
-15.1851,131.6472,348.3
-12.5695,130.7271,348.3
-12.5023,130.9967,348.3
-29.9127,152.1637,348.3
-15.0701,129.8163,348.2
-14.6791,131.5882,348.2
-16.0462,136.5232,348.2
-15.7955,130.4374,348.2
-16.4739,136.6871,348.2
-12.665,131.7144,348.2
-16.1477,136.8649,348.2
-16.2215,136.9706,348.2
-13.0985,130.7219,348.2
-16.695,124.1145,348.2
-29.3184,149.7897,348.2
-11.4326,132.1113,348.2
-11.3688,130.8362,348.2
-11.4006,132.1307,348.2
-22.5397,150.184,348.2
-20.066,148.0851,348.2
-26.1213,152.9969,348.2
-16.3542,135.9962,348.2
-11.7965,142.2569,348.2
-13.9068,132.9118,348.2
-17.0777,143.3352,348.2
-15.5277,134.6813,348.2
-15.3726,141.9334,348.2
-15.7233,137.0244,348.1
-16.7061,142.0367,348.1
-16.6338,136.8181,348.1
-15.7085,130.5477,348.1
-27.4132,150.672,348.1
-31.4376,152.8648,348.1
-17.1366,142.5278,348.1
-12.0983,135.669,348.1
-11.4048,132.0712,348.1
-11.7704,132.7134,348.1
-12.1756,134.4429,348.1
-30.1463,152.1535,348.1
-28.4386,152.3018,348.1
-29.0831,152.3255,348.1
-25.9266,150.9355,348.1
-16.2231,136.5747,348.1
-15.5966,142.1461,348.1
-29.0613,152.4908,348.1
-17.0323,143.0867,348.1
-14.7744,126.4642,348.1
-26.3659,130.1628,348.1
-26.2696,129.9036,348.1
-16.2743,136.1957,348.1
-26.8191,147.7628,348.1
-42.6229,145.5969,348.1
-29.497,148.5641,348.1
-21.8459,134.6205,348.1
-15.5972,134.7386,348.1
-15.5932,134.6207,348.1
-17.0934,143.3677,348.1
-16.0723,136.6387,348
-16.2766,137.0292,348
-15.2833,130.3058,348
-16.4581,136.79,348
-15.9496,136.5787,348
-14.5073,144.2106,348
-12.3237,132.9447,348
-13.98,130.1019,348
-16.861,123.1419,348
-12.1175,135.6622,348
-30.1562,152.2571,348
-14.5104,126.7728,348
-28.6253,151.8953,348
-14.6429,126.5576,348
-12.7341,136.3623,348
-12.1651,134.7346,348
-14.7311,126.4407,348
-26.3397,130.0977,348
-30.0519,152.4016,348
-13.4772,130.8051,348
-28.9782,127.2828,348
-13.3589,132.235,348
-12.5794,132.0567,348
-14.6732,126.7275,347.9
-15.5735,131.3565,347.9
-16.39,136.998,347.9
-15.1051,129.8349,347.9
-13.7178,131.0524,347.9
-27.575,149.1143,347.9
-27.6541,149.8925,347.9
-16.1011,136.8586,347.9
-16.1463,136.8555,347.9
-32.1945,146.73,347.9
-14.5052,133.7514,347.9
-17.3573,123.7443,347.9
-14.437,126.6632,347.9
-14.4617,126.7308,347.9
-11.0717,142.4614,347.9
-30.1945,152.4733,347.9
-12.775,141.9855,347.9
-14.6508,126.8122,347.9
-13.9696,130.8206,347.9
-14.0383,129.8935,347.9
-14.7428,126.486,347.9
