,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
6326,26,18.9,0,0.4,29.3,2.85,34.4,111.86
6327,27,17.8,0,0.45,29.85,2.47,32.2,107.81
6328,28,15.6,0,0.42,30.79,3.95,31.1,108.41
6329,29,16.7,0,0.52,29.52,3.19,32.2,95.43
6330,30,17.8,0,0.61,27.44,2.66,36.7,98.83
6331,1,16.7,0,0.77,23.94,2.36,35.6,101.9
6332,2,17.8,0,0.7,29.16,2.34,32.2,99.4
6333,3,16.7,0,0.7,24.95,2.15,36.7,101.9
6334,4,21.1,0,0.79,24.09,2.01,37.8,104
6335,5,18.9,2,0.77,23.05,1.82,36.7,125.7
6336,6,14.4,0.5,0.78,24.84,2.1,34.4,141.7
6337,7,17.8,0,0.83,21.25,2.06,34.4,142.9
6338,8,14.4,2.6,0.83,17.99,2.19,33.3,155.5
6339,9,17.8,0,0.79,23.19,2.42,32.2,136.7
6340,10,17.8,0,0.7,27.39,2.48,28.9,130.4
6341,11,15.6,0,0.76,25.4,2.15,26.7,118.7
6342,12,14.4,2.2,0.74,28.03,2.31,30,121.1
6343,13,15.6,3.6,0.77,25.11,2.22,31.1,161
6344,14,17.8,0,0.81,21.08,2.2,28.9,143.5
6345,15,17.8,9,0.69,27.16,2.24,32.2,131.9
6346,16,20,0,0.62,27.64,2.95,33.3,191.2
6347,17,15.6,3.7,0.66,26.61,3.38,33.3,200.7
6348,18,16.7,0,0.62,27.93,2.8,28.9,239.1
6349,19,18.9,0,0.66,28.82,2.69,34.4,186
6350,20,17.8,10.1,0.71,25.8,2.27,32.2,350.5
6351,21,18.9,3.6,0.69,29.34,2.57,28.9,306
6352,22,20,0,0.76,24.81,2.44,25.6,298.4
6353,23,18.9,5,0.71,28.87,2.44,27.8,322.8
6354,24,18.9,7,0.68,29.43,2.46,23.3,366.4
6355,25,16.7,0.4,0.67,28.45,2.19,24.4,364.6
6356,26,15.6,5.3,0.7,27.3,2.41,26.7,366.3
6357,27,17.8,0,0.71,26.52,2.49,32.2,358.3
6358,28,17.8,0,0.76,24.36,2.28,34.4,307.2
6359,29,17.8,0,0.81,20.39,2.15,33.3,330.5
6360,30,16.7,0,0.81,22.83,1.98,32.2,301.7
6361,31,20,0,0.84,22.8,2.14,36.7,341.2
6362,1,21.1,0,0.8,13.42,1.45,34.4,323.8
6363,2,23.3,1.1,0.83,18.86,2.11,36.7,325.9
6364,3,17.8,21.2,0.85,17.31,1.78,43.3,345.2
6365,4,21.1,0,0.74,27.51,2.1,37.8,362.7
6366,5,20,3.4,0.73,26.37,2.27,34.4,366.3
6367,6,18.9,2.6,0.81,25.57,1.96,28.9,389.6
6368,7,20,0,0.81,23.98,2.09,26.7,457
6369,8,22.2,5,0.82,24.77,2.11,32.2,524
6370,9,22.2,0,0.81,23.31,2.28,34.4,673
6371,10,22.2,1,0.8,20.58,2.38,32.2,682.7
6372,11,24.4,0.2,0.72,26.09,2.06,30,648.2
6373,12,22.2,6.1,0.75,26.48,2.15,31.1,804.5
6374,13,24.4,0,0.73,28.86,2.35,32.2,901.2
6375,14,24.4,0,0.71,26.67,2.59,33.3,967
6376,15,23.3,7.3,0.74,25.8,2.71,31.1,1026.7
6377,16,22.2,9.8,0.64,26.22,2.64,27.8,1041.2
6378,17,23.3,0.3,0.64,27.89,2.65,28.9,1010.4
6379,18,23.3,1.4,0.63,28.46,2.77,30,989.6
6380,19,22.2,16,0.8,23.63,2.05,27.8,1075.7
6381,20,21.1,1,0.81,20.67,1.77,28.9,1070.9
6382,21,20,0,0.85,12.14,2.09,32.2,1000.7
6383,22,20,7.9,0.87,16.07,2.03,34.4,992.1
6384,23,20,0,0.88,20.65,1.89,33.3,756.4
6385,24,22.2,0,0.86,23.74,1.97,34.4,458.6
6386,25,24.4,0,0.88,21.4,1.75,35.6,531.9
6387,26,25.6,0,0.87,22.13,1.98,35.6,669.5
6388,27,22.2,53,0.81,13.54,1.71,36.7,717.4
6389,28,21.1,44.8,0.79,16.79,1.93,30,782
6390,29,20,10,0.85,21.44,1.81,27.8,669.2
6391,30,22.2,1,0.88,22.18,2.14,33.3,418.4
6392,1,21.1,0,0.89,16.93,1.72,30,419.9
6393,2,21.1,0,0.8,19.81,2.19,34.4,492.1
6394,3,24.4,0,0.82,21.65,1.67,33.3,602.7
6395,4,25.6,0,0.77,21.19,2.24,34.4,598
6396,5,22.2,0,0.82,20.01,2.38,31.1,645.2
6397,6,23.3,2.4,0.88,5.48,1.42,33.3,813.9
6398,7,21.1,25,0.89,2.15,2.09,31.1,882.8
6399,8,22.2,1.4,0.86,9.62,1.39,26.7,892.1
6400,9,22.2,1,0.85,10.93,1.33,32.2,891.8
6401,10,23.3,0,0.82,8.95,1.38,28.9,913.9
6402,11,22.2,0,0.76,26.86,2.59,28.9,825.3
6403,12,23.3,0,0.76,26.24,2.47,30,714
6404,13,20,25,0.82,23.16,2.14,31,732.8
6405,14,22.2,0,0.81,19.97,1.59,30,776
6406,15,22.2,10.1,0.86,17.85,1.83,31.1,658.8
6407,16,23.3,0,0.79,19.18,1.73,28.9,578.6
6408,17,23.3,0,0.8,23.83,1.96,27.8,609.6
6409,18,21.1,19,0.82,20.56,2.19,27.8,629.7
6410,19,23.3,7,0.76,25.11,2.47,28.9,628.1
6411,20,23.3,0,0.73,25.76,2.34,32.2,613.5
6412,21,21.1,14,0.68,25.96,2.3,26.7,611.2
6413,22,22.2,0,0.71,25.76,2.42,27.8,619.7
6414,23,24.4,0,0.73,25.21,2.25,33.3,592.6
6415,24,24.4,0,0.69,22.53,2.73,34.4,611.9
6416,25,23.3,0,0.74,23.07,2.27,31.1,613.5
6417,26,23.3,0,0.75,23.58,2.46,34.4,622.4
6418,27,24.4,0,0.75,24.16,2.13,31.1,621.9
6419,28,21.1,39.5,0.74,23.18,2.65,30,599.7
6420,29,22.2,5.9,0.62,24.44,2.73,27.8,611.5
6421,30,22.2,11.7,0.58,21.77,2.63,26.7,624.7
6422,31,24.4,4.4,0.67,23.44,2.51,28.9,643.2
6423,1,22.2,0,0.54,24.37,3.05,30,666.32
6424,2,22.2,0,0.53,25.16,3.69,30,619.08
6425,3,23.3,0,0.47,25.15,3.62,27.8,615.57
6426,4,23.3,0,0.49,25.19,3.39,28.9,582.86
6427,5,22.2,15,0.53,24.91,2.67,31.1,576.43
6428,6,23.3,1.5,0.68,24.39,2.42,30,608.12
6429,7,22.2,0,0.62,24.33,3.24,28.9,561.57
6430,8,22,5,0.65,23.93,2.68,27.8,559.02
6431,9,22.2,11.6,0.69,23.31,2.5,26.5,565.73
6432,10,22.2,0.2,0.52,23.45,3.31,26.7,604.19
6433,11,22.2,0,0.66,15.93,1.61,26.7,603.85
6434,12,22.2,0.9,0.9,1.52,2.32,33.3,609.2
6435,13,22.2,12.8,0.92,1.87,1.3,28.9,642.44
6436,14,24.4,22,0.77,7.52,1.69,26.7,667.31
6437,15,22.2,15,0.52,23.02,3.32,32.2,651.53
6438,16,24.4,3,0.46,23.3,3.36,28.9,645.81
6439,17,22.2,18,0.46,23.31,3.6,24.4,656.04
6440,18,22.2,6.2,0.46,23.08,3.9,25.6,624.38
6441,19,23.3,0,0.4,23.26,4.01,26.7,580.06
6442,20,22.2,1,0.44,22.93,3.44,31.1,559.78
6443,21,21.1,1.8,0.4,22.84,4.02,25.6,518.21
6444,22,21.1,3.5,0.5,22.49,3.15,23.3,514.44
6445,23,21.1,15.6,0.53,22.1,3.36,22.2,538.8
6446,24,22.2,3,0.47,21.97,4.3,27.8,512.74
6447,25,22.2,0,0.45,22.29,3.44,26.7,510.96
6448,26,23.3,0,0.44,21.75,3.89,27.8,520.45
6449,27,23.3,0,0.45,21.63,3.53,28.9,496.69
6450,28,22.2,0,0.67,21.23,2.41,33.3,508.58
6451,29,22.2,0,0.55,21.27,2.47,32.2,479.38
6452,30,22.2,0,0.4,21.16,2.68,31.1,468.06
6453,31,20,4,0.38,20.9,2.87,21.1,418.72
6454,1,17.8,0,0.36,20.95,4.01,18.9,372.25
6455,2,17.8,0,0.32,21.15,4.16,18.9,313.66
6456,3,20,0,0.29,21.15,4.1,21.1,325.33
6457,4,20,2.5,0.33,20.75,3.87,22.2,318.73
6458,5,21.1,31,0.37,20.6,3.61,22.2,330.51
6459,6,16.7,3.5,0.24,20.17,3.21,20,295.25
6460,7,15.6,0,0.41,19.7,2.92,25.6,299.25
6461,8,18.9,0,0.31,19.62,4.03,21.1,241.59
6462,9,16.7,0,0.26,20.14,4.09,18.9,229.36
6463,10,17.8,0,0.37,19.89,3.63,21.1,185.46
6464,11,21.1,0,0.25,19.81,3.46,27.8,187.75
6465,12,22.2,0,0.27,19.63,3.98,33.3,198.83
6466,13,20,0,0.26,19.54,3.24,32.2,180.34
6467,14,22.2,0,0.3,19.09,3.46,33.3,174.53
6468,15,22.2,0,0.32,19,4.04,32.2,201.63
6469,16,21.1,0,0.27,19.15,3.94,32.2,193.25
6470,17,21.1,0,0.28,18.87,3.75,33.3,211.37
6471,18,20,17.9,0.28,18.75,4.28,33.3,202.14
6472,19,15.6,150,0.22,18.82,4.19,26.7,213.7
6473,20,15.6,26,0.27,15.52,3.12,26.7,467.29
6474,21,15.6,6,0.27,18.35,3.46,25.6,723.44
6475,22,15.6,0,0.3,17.98,3.79,26.7,456.16
6476,23,23.3,1.2,0.24,18.25,4.53,26.7,341.24
6477,24,15.6,0,0.2,18.25,4.05,22.2,360.02
6478,25,15.6,0,0.17,18.17,3.87,27.8,326.69
6479,26,15.6,0,0.16,17.97,3.85,22.2,223.24
6480,27,16.7,0,0.21,17.85,5.08,23.3,188.24
6481,28,16.7,0,0.27,17.66,3.99,24.4,199.22
6482,29,16.7,0,0.33,17.16,3.5,21.1,184.84
6483,30,17.8,0,0.32,17.05,3.99,22.2,173.11
6484,1,20,0,0.27,17.28,3.92,22.2,184.84
6485,2,17.8,0,0.11,17.33,3.84,27.8,158.5
6486,3,20,0,0.07,17.24,3.6,27.8,155.44
6487,4,21.1,0,0.09,17.18,3.45,26.7,180.42
6488,5,21.1,0,0.17,16.82,3.45,23.3,182.03
6489,6,21.2,0.5,0.25,16.3,3.3,22.2,182.18
6490,7,15.6,0,0.23,16.17,4,22.2,160.09
6491,8,16.7,0,0.1,16.56,3.81,23.3,174.7
6492,9,15.6,1.7,0.09,16.45,3.89,28.9,170.91
6493,10,15.6,0,0.08,16.27,3.88,30,163.77
6494,11,15.6,0,0.18,16.03,3.47,28.9,173.85
6495,12,15.6,0,0.33,15.62,3.34,30,166.52
6496,13,15.6,0,0.43,10.65,3.09,32.2,149.38
6497,14,20,4.5,0.19,15.86,4.54,27.8,132.36
6498,15,15.6,0,0.19,15.5,3.57,30,128.68
6499,16,15.6,1,0.22,15.44,3.66,28.9,120.38
6500,17,20,0,0.18,15.46,3.71,27.8,126.36
6501,18,15.6,0,0.16,15.01,4.12,24.4,128.48
6502,19,11.1,0,0.13,14.73,3.99,24.4,119.82
6503,20,11.1,0,0.11,15.1,3.95,25.6,119.82
6504,21,13.3,0,0.14,15.14,4.41,26.7,110.95
6505,22,12.2,0,0.13,15.15,4.48,28.9,105.43
6506,23,10,0,0.17,15.11,3.9,26.7,100.02
6507,24,10,0,0.14,15.09,3.39,27.8,102.83
6508,25,13.3,0,0.15,14.92,4.08,28.9,107.81
6509,26,11.1,0,0.14,14.98,4.06,30,108.09
6510,27,12.2,0,0.09,14.94,4.06,27.8,110.22
6511,28,8.9,0,0.11,14.83,3.89,26.7,108.77
6512,29,13.3,0,0.14,14.83,4.36,28.9,109.93
6513,30,11.1,0,0.23,13.78,3.44,27.8,107.81
6514,31,10,0,0.32,13.87,3.43,25.6,104.38
6515,1,8.9,0,0.31,13.98,3.86,24.4,105.94
6516,2,10,0,0.41,14.07,3.78,26.7,100.33
6517,3,11.1,0,0.27,13.76,3.8,27.8,109.03
6518,4,11.1,0,0.22,14.38,4.03,26.7,104.13
6519,5,11.1,0,0.14,14.38,4.08,27.9,102.23
6520,6,10,0,0.14,14.56,4.52,24.4,104.16
6521,7,8.9,0,0.16,13.54,4.14,23.3,102.85
6522,8,10,0,0.32,13.04,3.39,24.4,103.85
6523,9,11.1,0,0.23,13.63,4.18,26.7,99.74
6524,10,11.1,0,0.15,13.52,3.26,26.7,101.95
6525,11,10,0,0.63,3.7,3.15,24.4,100.33
6526,12,8.9,0,0.59,2.08,3.42,23.3,98.49
6527,13,10,0,0.22,13.95,4.3,24.4,98.58
6528,14,8.9,0,0.12,14.59,4.26,23.3,94.53
6529,15,8.9,0,0.19,14.17,3.38,24.4,99.74
6530,16,8.9,0,0.29,14.08,3.98,24.4,97.22
6531,17,7.8,0,0.3,14,3.83,26.7,93.62
6532,18,8.9,0,0.27,14.23,4.27,24.4,100.76
6533,19,7.8,0,0.12,14.48,3.61,22.2,96.65
6534,20,8.9,0,0.15,14.33,3.49,24.4,90.82
6535,21,7.8,0,0.22,14,3.84,23.3,94.81
6536,22,6.7,0,0.26,14.26,2.98,23.3,93.23
6537,23,7.8,0,0.5,0.09,6.07,23.3,86.46
6538,24,7.8,0,0.44,14.54,4.4,22.2,91.1
6539,25,6.7,0,0.45,13.01,4.09,22.2,83.97
6540,26,7.8,0,0.66,12.48,2.49,22.2,94.5
6541,27,6.7,0,0.65,14.01,2.72,22.2,80.91
6542,28,7.8,0,0.63,13.85,3.85,22.2,91.41
6543,29,5.6,0,0.66,13.74,3.35,21.2,84.87
6544,30,6.7,0,0.62,13.17,4.26,21.1,88.64
6545,1,5.6,0,0.54,14.42,4.87,21.5,86.15
6546,2,5.2,0,0.62,13.79,3.91,22.6,84.25
6547,3,7.1,0,0.56,14.43,4.36,22.2,86.83
6548,4,7.4,0,0.47,15.03,4.21,18.9,77.42
6549,5,7.4,0,0.41,15.23,4.65,19.2,86.15
6550,6,5.6,0,0.39,15.03,4.9,18.9,81.02
6551,7,5.9,0,0.39,14.85,4.75,20.7,86.88
6552,8,5.6,0,0.45,14.63,4.42,19.3,80.14
6553,9,4.8,0,0.55,11.39,3.87,20,88.13
6554,10,5.9,0,0.74,3.22,3.79,19.3,81.87
6555,11,4.8,0,0.8,3.05,3.55,15.9,86.4
6556,12,3.7,0,0.36,14.74,4.41,12.9,81.87
6557,13,4.4,0,0.42,15.94,5.12,15.9,83.6
6558,14,4.1,0,0.36,14.41,4.4,15.9,82.07
6559,15,3.7,0,0.55,11.64,3.85,18.9,87.76
6560,16,4.4,0,0.5,13.33,3.72,18.9,78.05
6561,17,4.1,0,0.54,8.84,4.88,20,97.93
6562,18,3,0,0.57,10.24,4.38,18.1,92.23
6563,19,4.4,0,0.69,8.36,3.47,19.6,92.04
6564,20,5.2,0,0.52,16.17,4.81,18.5,92.35
6565,21,5.6,0,0.38,16.86,5.01,17.8,90.34
6566,22,5.6,0,0.41,16.7,4.19,18.9,91.92
6567,23,5.2,0,0.46,16.76,3.76,18.5,91.73
6568,24,4.4,0,0.4,17.39,4.45,17.8,90.96
6569,25,4.1,0,0.4,17.09,4.54,18.5,89.43
6570,26,4.4,0,0.4,17.08,4.1,19.3,90.11
6571,27,4.4,0,0.46,16.93,4.34,17.4,89.74
6572,28,4.8,0,0.4,17.64,4.69,20,88.5
6573,29,5.2,0,0.51,16.92,4.04,19.2,87.87
6574,30,5.2,0,0.6,6.62,4.91,18.9,85.86
6575,31,4,0,0.38,18.02,5.12,17.4,80.34
6576,1,4.03,0,0.37,18.07,5.42,18.17,87.53
6577,2,4.07,0,0.46,11.19,4.3,16.3,83.88
6578,3,3.3,4.8,0.66,11.34,4.56,16.27,75.07
6579,4,4.8,0.8,0.65,17.04,4.03,16.67,74.88
6580,5,5.2,0,0.56,15.26,4.11,16.67,71.31
6581,6,4.43,1.2,0.66,17.89,3.08,16.67,70.09
6582,7,4.43,0.7,0.62,17.74,4.43,13.7,66.78
6583,8,4.83,0,0.41,19.4,4.48,17.03,66.58
6584,9,4.43,13.3,0.41,19.28,4.04,15.57,64.48
6585,10,4.83,11.3,0.4,18.73,4.21,15.57,64.2
6586,11,5.2,1.1,0.42,19.87,4.77,15.57,62.58
6587,12,4.83,0,0.4,18.88,3.9,16.33,61.93
6588,13,4.03,0,0.44,18.85,4.01,16.3,62.67
6589,14,4.43,0,0.5,19.75,4.12,15.93,62.25
6590,15,5.2,2.7,0.54,19.3,4.05,15.2,61.76
6591,16,4.8,8.9,0.6,18.62,3.28,15.17,63.29
6592,17,6.67,19.7,0.66,17.5,2.89,14.47,62.39
6593,18,5.93,9.6,0.46,20.38,4.38,12.23,61.93
6594,19,5.57,2.5,0.46,20.78,4.29,13.7,62.67
6595,20,5.2,0,0.43,21.4,4.02,14.83,63.18
6596,21,3.3,0,0.45,21.41,4.18,16.3,59.84
6597,22,4.07,0,0.6,18.06,3.33,15.57,60.6
6598,23,4.03,0,0.55,20.84,4.09,14.83,64.91
6599,24,4.07,0,0.48,21.22,4.31,15.57,62.67
6600,25,4.43,0,0.54,17.49,4.21,14.07,61.62
6601,26,4.43,0.3,0.36,21.66,4.5,17.77,60.83
6602,27,4.07,0,0.38,20.82,4.26,16.67,62.87
6603,28,5.53,0,0.53,20.25,4.24,16.63,60.38
6604,29,5.2,0,0.51,19.21,4.22,17.77,63.26
6605,30,5.93,1.3,0.4,22.48,3.86,14.47,63.77
6606,31,6.67,0,0.43,21.62,5.05,15.9,64.17
6607,1,6.67,0,0.38,23.35,6.24,18.93,63.43
6608,2,5.93,0,0.37,23.42,5.57,17.8,63.07
6609,3,7.03,0,0.37,23.51,4.67,15.2,64.14
6610,4,6.3,0.7,0.4,23.34,4.76,12.57,63.52
6611,5,7.07,0,0.44,21.9,4.9,17.8,61.14
6612,6,7.26,2,0.42,23.35,4.18,21.1,59.05
6613,7,7.8,8.1,0.48,22.84,3.95,16.7,59.19
6614,8,8.17,0,0.52,23.35,3.82,17.03,60.38
6615,9,8.53,2.8,0.54,22.02,3.77,16.5,59.5
6616,10,7.4,0.3,0.52,23.64,3.17,15.97,60.06
6617,11,7.43,6.7,0.45,24.66,4.41,16.67,61.14
6618,12,6.67,1,0.43,24.4,4.14,18.9,60.52
6619,13,6.67,1,0.56,21.37,4,17.43,61.37
6620,14,7.4,0,0.58,22.8,3.37,19.6,63.43
6621,15,7.77,0,0.74,14.65,2.63,16.63,62.39
6622,16,7.07,5.3,0.6,22.15,4.17,18.53,62.19
6623,17,6.3,0,0.63,21.57,3.73,18.53,63.55
6624,18,6.3,0,0.56,24.95,4.22,18.17,65.22
6625,19,6.63,2.3,0.67,17.9,4.09,21.47,66.18
6626,20,8.53,0,0.49,26.04,4.48,15.9,63.38
6627,21,8.53,0,0.54,26.03,4.78,15.53,64.28
6628,22,8.53,0,0.51,25.24,4.11,20.4,63.38
6629,23,11.47,0,0.48,25,3.89,24.47,62.25
6630,24,10.73,0,0.46,25.89,4.21,20.37,62.53
6631,25,8.9,0,0.45,27.1,4.74,19.63,64.2
6632,26,8.53,0.7,0.4,25.23,4.59,18.53,63.72
6633,27,8.53,9.8,0.71,11.01,4.09,17.77,62.56
6634,28,8.17,10.7,0.53,26.65,4.81,18.5,65.02
6635,1,8.53,10.3,0.68,18.41,4.09,15.57,63.55
6636,2,8.17,2.3,0.65,26.05,4.13,16.3,63.46
6637,3,8.53,0,0.6,27.2,4.9,23.27,66.32
6638,4,9.63,0,0.45,27.45,4.65,17.8,66.58
6639,5,9.63,0,0.48,27.11,4.21,22.6,66.35
6640,6,9.63,0,0.44,27.78,4.44,20,68.73
6641,7,8.9,0.4,0.41,27.7,4.95,19.67,67.26
6642,8,8.53,0,0.43,26.58,3.98,20.77,69.13
6643,9,9.63,0,0.59,13.68,4.55,21.13,72.52
6644,10,11.1,0.9,0.41,28.75,4.26,18.9,74.65
6645,11,11.1,6.3,0.43,28.78,4.73,21.5,72.13
6646,12,10.73,7.1,0.4,28.86,4.88,17.43,74.79
6647,13,11.47,6.9,0.43,27.62,4.77,21.13,72.98
6648,14,8.9,16.4,0.48,24.82,4.12,16.33,73.01
6649,15,8.87,1.9,0.38,27.4,3.69,16.27,73.29
6650,16,8.17,1.6,0.31,29.64,4.59,20.37,69.64
6651,17,8.9,0.5,0.3,29.81,4.64,23.7,73.94
6652,18,12.57,0,0.33,30.17,4.59,25.57,73.8
6653,19,11.1,0,0.42,29.21,4.12,28.17,76.52
6654,20,10.73,3,0.4,28.99,4.38,27.43,75.92
6655,21,10.37,1.5,0.39,28.92,4.29,21.87,78.16
6656,22,10,5.8,0.4,29.17,4.7,27.8,77.4
6657,23,9.63,0,0.34,29.67,5.5,27.43,76.66
6658,24,10.37,0,0.32,29.54,4.99,28.13,76.74
6659,25,11.47,1.2,0.36,28.86,4.07,27.4,79.15
6660,26,10.6,5.5,0.45,27.1,3.92,25.93,76.8
6661,27,11.1,1.4,0.42,27.76,4.21,25.57,80.85
6662,28,11.47,0.9,0.58,17.42,4.38,25.2,79.43
6663,29,11.47,0,0.41,30.34,4.07,26.33,80.77
6664,30,13.33,0,0.4,29.63,4.46,27.77,79.55
6665,31,12.97,0,0.44,28.5,3.77,26.27,81.16
6666,1,11.83,0.3,0.46,29.56,4.02,28.13,82.29
6667,2,13.33,1.3,0.44,28.75,3.73,31.1,76.04
6668,3,12.93,0,0.39,29.88,4.48,28.53,68.73
6669,4,13.7,0,0.42,30.59,4.82,28.13,70.06
6670,5,14.07,0,0.43,30.3,4.29,29.27,67.99
6671,6,13.7,2.7,0.39,30.69,4.28,29.27,71.42
6672,7,12.97,0,0.37,30.39,4.69,30.37,77.88
6673,8,12.93,0,0.3,30.76,3.86,28.53,78.05
6674,9,14.07,0,0.26,31.08,5.08,31.83,86.49
6675,10,14.8,3.7,0.21,31.09,4.25,32.97,94.3
6676,11,15.57,0,0.29,30.78,3.74,31.83,88.1
6677,12,13.67,2.9,0.29,30.73,3.88,30.37,80.94
6678,13,13.7,0.1,0.25,30.92,3.33,30.73,88.72
6679,14,14.07,0,0.25,31.34,4.08,31.47,93.82
6680,15,15.57,1.4,0.25,31.45,3.37,32.57,102.23
6681,16,15.57,1.7,0.26,31.44,3.89,31.47,99.46
6682,17,13.7,3.5,0.34,30.38,3.85,30.7,102.85
6683,18,14.07,11,0.32,30.93,4.28,31.13,97.3
6684,19,13.33,1,0.25,31.71,3.9,29.27,103.51
6685,20,13.7,0,0.26,30.93,3.68,28.5,101.95
6686,21,14.1,0,0.31,27.93,3.64,29.23,95.92
6687,22,15.2,0.9,0.32,25.72,4.63,31.47,95.75
6688,23,14.07,0,0.29,31.66,3.76,31.47,98.27
6689,24,15.93,0,0.33,30.22,4.63,32.2,102.57
6690,25,16.67,0,0.35,31.65,4.28,33.7,103.65
6691,26,15.9,0,0.25,31.94,4.61,32.57,102.85
6692,27,14.83,0,0.18,32.48,3.8,32.93,98.83
6693,28,17.07,0,0.22,31.63,3.49,35.2,100.7
6694,29,15.93,0,0.26,30.52,3.38,32.93,99.46
6695,30,18.53,0,0.18,32.49,3.56,35.97,102.23
6696,1,18.53,0,0.21,32.41,4.26,34.47,120.2
6697,2,18.17,1,0.24,32.13,3.94,35.2,123.6
6698,3,17.07,0.7,0.2,32.28,4.04,33.73,132.4
6699,4,18.5,0.3,0.23,32.14,4.03,33.33,133.1
6700,5,17.77,0.7,0.28,31.69,3.58,33.7,141.8
6701,6,17.4,1,0.29,31.66,3.5,34.8,149.4
6702,7,18.9,0,0.27,31.48,4.13,35.53,154.8
6703,8,18.13,0.9,0.28,30.49,4.09,34.43,153.2
6704,9,17.43,6,0.29,29.52,4.06,34.07,140.9
6705,10,17.8,0,0.27,31.76,3.51,32.6,168.1
6706,11,17.8,0,0.23,32.25,4.29,31.47,144.7
6707,12,15.9,3.3,0.24,32.13,4.04,32.23,141.8
6708,13,17.43,1.2,0.2,32.66,4.17,32.97,152
6709,14,18.9,0,0.18,32.87,4.48,32.97,142.3
6710,15,18.17,6.6,0.2,32.75,4.59,33.7,141.9
6711,16,21.83,0,0.17,32.42,3.84,34.03,158.6
6712,17,16.7,5,0.17,31.47,3.54,33.3,156.3
6713,18,18.17,0,0.23,30.91,3.77,31.47,169.7
6714,19,18.9,15.1,0.25,31.48,4.09,34.4,204.1
6715,20,18.73,3.4,0.26,31.38,4.03,34.27,240.2
6716,21,19.63,1.2,0.23,31.68,3.81,32.23,242.7
6717,22,20.37,0,0.32,31.44,4.07,31.5,343.5
6718,23,19.27,1.7,0.31,31.56,3.35,30.73,423
6719,24,18.9,2.3,0.36,31.26,3.43,30,457.8
6720,25,19.27,0.1,0.34,31.22,3.62,31.07,368.6
6721,26,18.17,1.8,0.36,31.31,3.32,29.67,365.5
6722,27,19.27,0,0.27,31.53,3.5,31.87,348.7
6723,28,18.9,0,0.24,31.88,4.29,34.07,349.5
6724,29,18.13,0.1,0.23,31.82,3.82,32.23,313.9
6725,30,15.73,0,0.26,31.03,3.28,34.8,289
6726,31,19.63,0,0.41,30.71,3.5,36.33,288.2
6727,1,20.37,0,0.41,30.79,3.62,37.03,284.5
6728,2,22.2,0.4,0.45,30.6,3.35,37.43,283.9
6729,3,20.37,7.1,0.55,29.15,3.44,38.13,289.7
6730,4,20,0.5,0.62,29.56,2.92,35.2,286
6731,5,19.27,1.1,0.55,30.29,2.96,34.03,426.1
6732,6,19.27,2.4,0.48,29.92,2.8,33.73,592
6733,7,20.37,0,0.31,30.78,3.62,33.73,453.6
6734,8,22.93,1.7,0.57,30.32,3.2,35.93,452.6
6735,9,23.3,0,0.7,26.69,2.77,37.77,359.5
6736,10,23.33,0.3,0.75,14.76,1.83,37.03,285
6737,11,25,0.1,0.63,25.66,2.85,35.73,322.8
6738,12,23.33,2,0.64,25.88,2.5,34.43,302.5
6739,13,24.07,0.3,0.66,23.8,2.07,34.07,319.2
6740,14,23.33,0,0.7,25.85,2.11,35.2,353.6
6741,15,22.57,2.6,0.67,27.53,1.96,34.07,360
6742,16,18.5,3.6,0.73,25.99,1.88,29.63,390
6743,17,20,2.7,0.7,25.74,2.47,29.63,378.7
6744,18,20,1,0.71,27.49,2.77,30.37,371.9
6745,19,19.63,8,0.76,25.44,1.96,31.47,342.3
6746,20,19.27,0.7,0.83,19.26,1.7,28.5,362.3
6747,21,18.9,0,0.78,23.98,2.05,34.83,353.5
6748,22,22.2,2.6,0.78,23.58,2.13,35.2,367.1
6749,23,21.83,0.8,0.72,26.78,2.46,35.37,387.2
6750,24,21.83,0.5,0.79,24.97,2,35.2,403.6
6751,25,23.3,0,0.73,24.67,2.41,34.47,459.9
6752,26,23.7,4.9,0.61,25.82,3.83,34.8,496
6753,27,22.57,23.5,0.54,27.57,3.73,35.57,514.6
6754,28,23.33,18.1,0.56,27.78,3.2,31.83,581.7
6755,29,22.97,3.3,0.51,27.77,3.35,32.23,665
6756,30,22.6,15.2,0.49,28.18,3.61,31.47,685.3
6757,1,22.6,0,0.62,27.92,2.63,31.87,707.5
6758,2,22.57,2.5,0.53,27.86,3.77,34.8,702.9
6759,3,22.93,19.6,0.58,27.6,3.28,34.07,710.3
6760,4,24.07,0.8,0.52,27.34,3.77,33.3,654.1
6761,5,21.83,12.2,0.45,27.94,4.11,33.33,460.1
6762,6,23.33,3.9,0.42,27.6,3.93,34.8,363.8
6763,7,22.93,8.3,0.63,26.49,3.08,33.3,414.3
6764,8,23.33,1.7,0.77,23.69,2.59,33,418.4
6765,9,22.6,10.3,0.81,22.88,2.22,34.07,518.8
6766,10,22.2,8.9,0.78,24.6,2.21,28.53,523.4
6767,11,22.93,2.5,0.67,25.59,2.56,31.83,645.9
6768,12,23.67,3.7,0.63,24.31,2.65,32.93,655.9
6769,13,22.2,8.3,0.54,27.54,2.51,32.9,709.1
6770,14,22.93,0,0.53,27.33,2.67,31.47,744.7
6771,15,21.83,3.4,0.56,27.34,2.73,31.47,794.7
